genome_id,media_id,group_id
GCF_000237365.1,RCH2_defined_noCarbon_cpd00024,set1IT069
GCF_000237365.1,RCH2_defined_noCarbon_cpd00024,set1IT072
GCF_000237365.1,RCH2_defined_noCarbon_cpd00082,set1IT067
GCF_000237365.1,RCH2_defined_noCarbon_cpd00082,set1IT070
GCF_000237365.1,RCH2_defined_noCarbon_cpd00222,set2IT001
GCF_000237365.1,RCH2_defined_noCarbon_cpd00222,set3IT049
GCF_000237365.1,RCH2_defined_noCarbon_cpd00363,set2IT007
GCF_000237365.1,RCH2_defined_noCarbon_cpd00363,set3IT055
GCF_000237365.1,RCH2_defined_noCarbon_cpd00100,set2IT008
GCF_000237365.1,RCH2_defined_noCarbon_cpd00100,set3IT056
GCF_000237365.1,RCH2_defined_noCarbon_cpd00053,set2IT010
GCF_000237365.1,RCH2_defined_noCarbon_cpd00053,set3IT058
GCF_000237365.1,RCH2_defined_noCarbon_cpd00107,set3IT061
GCF_000237365.1,RCH2_defined_noCarbon_cpd00130,set2IT009
GCF_000237365.1,RCH2_defined_noCarbon_cpd00130,set3IT057
GCF_000237365.1,RCH2_defined_noCarbon_cpd00129,set2IT011
GCF_000237365.1,RCH2_defined_noCarbon_cpd00129,set3IT059
GCF_000237365.1,RCH2_defined_noCarbon_cpd00211,set2IT014
GCF_000237365.1,RCH2_defined_noCarbon_cpd00211,set3IT062
GCF_000237365.1,RCH2_defined_noCarbon_-4818729677292480068,set2IT004
GCF_000237365.1,RCH2_defined_noCarbon_-4818729677292480068,set3IT052
GCF_000237365.1,RCH2_defined_noCarbon_cpd00221,set2IT002
GCF_000237365.1,RCH2_defined_noCarbon_cpd00221,set3IT050
GCF_000237365.1,RCH2_defined_noCarbon_cpd00159,set2IT003
GCF_000237365.1,RCH2_defined_noCarbon_cpd00159,set3IT051
GCF_000237365.1,RCH2_defined_noCarbon_cpd00020,set2IT005
GCF_000237365.1,RCH2_defined_noCarbon_cpd00020,set3IT053
GCF_000237365.1,RCH2_defined_noCarbon_cpd00036,set2IT006
GCF_000237365.1,RCH2_defined_noCarbon_cpd00036,set3IT054
GCF_000237365.1,RCH2_defined_noCarbon_cpd00076,set1IT068
GCF_000237365.1,RCH2_defined_noCarbon_cpd00076,set1IT071
GCF_000237365.1,RCH2_defined_noCarbon_-4818729677292480068,set2IT033
GCF_000237365.1,RCH2_defined_noCarbon_-4818729677292480068,set3IT081
GCF_000237365.1,RCH2_defined_noNitrogen_-6447438133475219131,set2IT029
GCF_000237365.1,RCH2_defined_noNitrogen_-6447438133475219131,set3IT077
GCF_000237365.1,RCH2_defined_noNitrogen_cpd00307,set2IT031
GCF_000237365.1,RCH2_defined_noNitrogen_cpd00307,set3IT079
GCF_000237365.1,RCH2_defined_noNitrogen_cpd00117,set2IT027
GCF_000237365.1,RCH2_defined_noNitrogen_cpd00117,set3IT075
GCF_000237365.1,RCH2_defined_noNitrogen_cpd00132,set2IT021
GCF_000237365.1,RCH2_defined_noNitrogen_cpd00132,set3IT069
GCF_000237365.1,RCH2_defined_noNitrogen_cpd00041,set2IT017
GCF_000237365.1,RCH2_defined_noNitrogen_cpd00041,set3IT065
GCF_000237365.1,RCH2_defined_noNitrogen_cpd00274,set2IT028
GCF_000237365.1,RCH2_defined_noNitrogen_cpd00274,set3IT076
GCF_000237365.1,RCH2_defined_noNitrogen_cpd00023,set2IT018
GCF_000237365.1,RCH2_defined_noNitrogen_cpd00119,set3IT063
GCF_000237365.1,RCH2_defined_noNitrogen_cpd00322,set3IT072
GCF_000237365.1,RCH2_defined_noNitrogen_cpd00107,set2IT025
GCF_000237365.1,RCH2_defined_noNitrogen_cpd00107,set3IT073
GCF_000237365.1,RCH2_defined_noNitrogen_cpd00039,set2IT016
GCF_000237365.1,RCH2_defined_noNitrogen_cpd00039,set3IT064
GCF_000237365.1,RCH2_defined_noNitrogen_cpd00066,set2IT026
GCF_000237365.1,RCH2_defined_noNitrogen_cpd00066,set3IT074
GCF_000237365.1,RCH2_defined_noNitrogen_cpd00054,set2IT019
GCF_000237365.1,RCH2_defined_noNitrogen_cpd00054,set3IT067
GCF_000237365.1,RCH2_defined_noNitrogen_cpd00161,set2IT020
GCF_000237365.1,RCH2_defined_noNitrogen_cpd00161,set3IT068
GCF_000237365.1,RCH2_defined_noNitrogen_cpd24435,set2IT030
GCF_000237365.1,RCH2_defined_noNitrogen_cpd24435,set3IT078
GCF_000237365.1,RCH2_defined_noNitrogen_cpd00209,set2IT034
GCF_000237365.1,RCH2_defined_noNitrogen_cpd00209,set3IT082
GCF_000237365.1,RCH2_defined_noNitrogen_cpd00073,set2IT035
GCF_000237365.1,RCH2_defined_noNitrogen_cpd00073,set3IT083
GCF_000327065.1,Carbon-D-Glucose,set5H19
GCF_000327065.1,Carbon-D-Glucose,set5H20
GCF_000327065.1,RCH2_defined_noCarbon_cpd00024,set10H11
GCF_000327065.1,RCH2_defined_noCarbon_cpd00024,set10H12
GCF_000327065.1,RCH2_defined_noCarbon_-6447438133475219131,set12H23
GCF_000327065.1,RCH2_defined_noCarbon_-6447438133475219131,set12H24
GCF_000327065.1,RCH2_defined_noCarbon_cpd00117,set12H21
GCF_000327065.1,RCH2_defined_noCarbon_cpd00117,set12H22
GCF_000327065.1,RCH2_defined_noCarbon_cpd00082,set10H5
GCF_000327065.1,RCH2_defined_noCarbon_cpd00082,set10H6
GCF_000327065.1,RCH2_defined_noCarbon_cpd00222,set10H13
GCF_000327065.1,RCH2_defined_noCarbon_cpd00222,set10H14
GCF_000327065.1,RCH2_defined_noCarbon_cpd00027,set10H3
GCF_000327065.1,RCH2_defined_noCarbon_cpd00027,set10H4
GCF_000327065.1,RCH2_defined_noCarbon_cpd00179,set10H10
GCF_000327065.1,RCH2_defined_noCarbon_cpd00179,set10H42
GCF_000327065.1,RCH2_defined_noCarbon_cpd00179,set10H9
GCF_000327065.1,RCH2_defined_noCarbon_cpd00363,set10H33
GCF_000327065.1,RCH2_defined_noCarbon_cpd00363,set10H34
GCF_000327065.1,RCH2_defined_noCarbon_cpd00100,set10H35
GCF_000327065.1,RCH2_defined_noCarbon_cpd00100,set10H36
GCF_000327065.1,RCH2_defined_noCarbon_cpd00139,set10H31
GCF_000327065.1,RCH2_defined_noCarbon_cpd00139,set10H32
GCF_000327065.1,RCH2_defined_noCarbon_cpd00035,set12H13
GCF_000327065.1,RCH2_defined_noCarbon_cpd00035,set12H14
GCF_000327065.1,RCH2_defined_noCarbon_cpd00132,set12H7
GCF_000327065.1,RCH2_defined_noCarbon_cpd00132,set12H8
GCF_000327065.1,RCH2_defined_noCarbon_cpd00132,set2H3
GCF_000327065.1,RCH2_defined_noCarbon_cpd00023,set12H5
GCF_000327065.1,RCH2_defined_noCarbon_cpd00023,set12H6
GCF_000327065.1,RCH2_defined_noCarbon_cpd00053,set12H10
GCF_000327065.1,RCH2_defined_noCarbon_cpd00053,set12H36
GCF_000327065.1,RCH2_defined_noCarbon_cpd00053,set12H9
GCF_000327065.1,RCH2_defined_noCarbon_cpd00322,set12H15
GCF_000327065.1,RCH2_defined_noCarbon_cpd00322,set12H16
GCF_000327065.1,RCH2_defined_noCarbon_cpd00107,set12H17
GCF_000327065.1,RCH2_defined_noCarbon_cpd00107,set12H18
GCF_000327065.1,RCH2_defined_noCarbon_cpd00130,set12H3
GCF_000327065.1,RCH2_defined_noCarbon_cpd00130,set12H4
GCF_000327065.1,RCH2_defined_noCarbon_cpd00129,set12H11
GCF_000327065.1,RCH2_defined_noCarbon_cpd00129,set12H12
GCF_000327065.1,RCH2_defined_noCarbon_cpd00129,set1H25
GCF_000327065.1,RCH2_defined_noCarbon_cpd00069,set12H19
GCF_000327065.1,RCH2_defined_noCarbon_cpd00069,set12H20
GCF_000327065.1,RCH2_defined_noCarbon_cpd00029,set10H15
GCF_000327065.1,RCH2_defined_noCarbon_cpd00029,set10H16
GCF_000327065.1,RCH2_defined_noCarbon_cpd00211,set12H27
GCF_000327065.1,RCH2_defined_noCarbon_cpd00211,set12H28
GCF_000327065.1,RCH2_defined_noCarbon_cpd00211,set2H39
GCF_000327065.1,RCH2_defined_noCarbon_-4818729677292480068,set10H25
GCF_000327065.1,RCH2_defined_noCarbon_-4818729677292480068,set10H26
GCF_000327065.1,RCH2_defined_noCarbon_cpd00221,set10H21
GCF_000327065.1,RCH2_defined_noCarbon_cpd00221,set10H22
GCF_000327065.1,RCH2_defined_noCarbon_cpd00106,set10H17
GCF_000327065.1,RCH2_defined_noCarbon_cpd00106,set10H18
GCF_000327065.1,RCH2_defined_noCarbon_cpd00159,set10H23
GCF_000327065.1,RCH2_defined_noCarbon_cpd00159,set10H24
GCF_000327065.1,RCH2_defined_noCarbon_cpd00159,set1H13
GCF_000327065.1,RCH2_defined_noCarbon_cpd00141,set10H39
GCF_000327065.1,RCH2_defined_noCarbon_cpd00141,set10H40
GCF_000327065.1,RCH2_defined_noCarbon_cpd00020,set10H27
GCF_000327065.1,RCH2_defined_noCarbon_cpd00020,set10H28
GCF_000327065.1,RCH2_defined_noCarbon_cpd00036,set10H29
GCF_000327065.1,RCH2_defined_noCarbon_cpd00036,set10H30
GCF_000327065.1,RCH2_defined_noCarbon_cpd00076,set10H7
GCF_000327065.1,RCH2_defined_noCarbon_cpd00076,set10H8
GCF_000327065.1,RCH2_defined_noCarbon_cpd00137,set10H19
GCF_000327065.1,RCH2_defined_noCarbon_cpd00137,set10H20
GCF_000327065.1,RCH2_defined_noCarbon_cpd01741,set10H37
GCF_000327065.1,RCH2_defined_noCarbon_cpd01741,set10H38
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00128,set13H21
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00128,set13H22
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00128,set2H32
GCF_000327065.1,RCH2_defined_noCarbon_-4818729677292480068,set13H25
GCF_000327065.1,RCH2_defined_noCarbon_-4818729677292480068,set13H26
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00307,set13H23
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00307,set13H24
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00307,set2H33
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00117,set13H11
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00117,set13H12
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00117,set2H27
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00033,set12H47
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00033,set12H48
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00033,set2H21
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00035,set13H3
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00035,set13H4
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00035,set2H23
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00051,set2H17
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00132,set12H43
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00132,set12H44
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00274,set13H13
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00274,set13H14
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00023,set12H41
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00023,set12H42
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00023,set2H18
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00053,set12H45
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00053,set12H46
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00053,set2H20
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00322,set13H7
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00322,set13H8
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00322,set2H25
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00322,set2H48
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00129,set13H1
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00129,set13H2
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00129,set13H38
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00129,set2H22
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00156,set13H5
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00156,set13H6
GCF_000327065.1,RCH2_defined_noNitrogen_cpd24435,set13H19
GCF_000327065.1,RCH2_defined_noNitrogen_cpd24435,set13H20
GCF_000327065.1,RCH2_defined_noNitrogen_cpd24435,set2H31
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00118,set13H17
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00118,set13H18
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00118,set2H30
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00209,set13H27
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00209,set13H28
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00209,set2H35
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00075,set13H29
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00075,set13H30
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00075,set2H36
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00075,set3H13
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00073,set13H31
GCF_000327065.1,RCH2_defined_noNitrogen_cpd00073,set13H32
GCF_000020125.1,RCH2_defined_noCarbon_cpd01242,set6IT055
GCF_000020125.1,RCH2_defined_noCarbon_cpd01242,set6IT056
GCF_000020125.1,RCH2_defined_noCarbon_cpd01242,set6IT057
GCF_000020125.1,RCH2_defined_noCarbon_cpd01242,set6IT058
GCF_000020125.1,RCH2_defined_noCarbon_cpd00117,set1IT026
GCF_000020125.1,RCH2_defined_noCarbon_cpd00082,set1IT002
GCF_000020125.1,RCH2_defined_noCarbon_cpd00108,set1IT005
GCF_000020125.1,RCH2_defined_noCarbon_cpd00280,set1IT015
GCF_000020125.1,RCH2_defined_noCarbon_cpd00222,set1IT008
GCF_000020125.1,RCH2_defined_noCarbon_cpd27103,set2IT079
GCF_000020125.1,RCH2_defined_noCarbon_cpd00027,set1IT001
GCF_000020125.1,RCH2_defined_noCarbon_cpd00027,set6IT053
GCF_000020125.1,RCH2_defined_noCarbon_cpd00027,set6IT054
GCF_000020125.1,RCH2_defined_noCarbon_cpd00027,set8IT025
GCF_000020125.1,RCH2_defined_noCarbon_cpd00027,set8IT034
GCF_000020125.1,RCH2_defined_noCarbon_cpd00314,set1IT014
GCF_000020125.1,RCH2_defined_noCarbon_cpd00138,set1IT029
GCF_000020125.1,RCH2_defined_noCarbon_cpd00105,set1IT007
GCF_000020125.1,RCH2_defined_noCarbon_cpd00588,set1IT016
GCF_000020125.1,RCH2_defined_noCarbon_cpd00154,set2IT070
GCF_000020125.1,RCH2_defined_noCarbon_cpd24418,set2IT077
GCF_000020125.1,RCH2_defined_noCarbon_cpd00035,set1IT023
GCF_000020125.1,RCH2_defined_noCarbon_cpd00224,set1IT004
GCF_000020125.1,RCH2_defined_noCarbon_cpd00051,set2IT076
GCF_000020125.1,RCH2_defined_noCarbon_cpd00132,set1IT020
GCF_000020125.1,RCH2_defined_noCarbon_cpd00751,set2IT071
GCF_000020125.1,RCH2_defined_noCarbon_cpd00053,set1IT021
GCF_000020125.1,RCH2_defined_noCarbon_cpd00119,set1IT019
GCF_000020125.1,RCH2_defined_noCarbon_cpd00130,set1IT018
GCF_000020125.1,RCH2_defined_noCarbon_cpd00066,set1IT024
GCF_000020125.1,RCH2_defined_noCarbon_cpd00129,set1IT022
GCF_000020125.1,RCH2_defined_noCarbon_cpd00396,set1IT006
GCF_000020125.1,RCH2_defined_noCarbon_cpd00065,set1IT025
GCF_000020125.1,RCH2_defined_noCarbon_cpd00121,set2IT074
GCF_000020125.1,RCH2_defined_noCarbon_cpd00122,set1IT028
GCF_000020125.1,RCH2_defined_noCarbon_cpd00118,set1IT027
GCF_000020125.1,RCH2_defined_noCarbon_-4818729677292480068,set1IT011
GCF_000020125.1,RCH2_defined_noCarbon_cpd00221,set1IT009
GCF_000020125.1,RCH2_defined_noCarbon_cpd00159,set1IT010
GCF_000020125.1,RCH2_defined_noCarbon_cpd00020,set1IT012
GCF_000020125.1,RCH2_defined_noCarbon_cpd00036,set1IT013
GCF_000020125.1,RCH2_defined_noCarbon_cpd00076,set1IT003
GCF_000020125.1,RCH2_defined_noCarbon_cpd00137,set2IT072
GCF_000020125.1,RCH2_defined_noCarbon_cpd01741,set1IT017
GCF_000020125.1,RCH2_defined_noCarbon_cpd00306,set2IT073
GCF_000020125.1,RCH2_defined_noCarbon_cpd00027,set3IT078
GCF_000020125.1,RCH2_defined_Glucose_noNitrogen_cpd00117,set3IT068
GCF_000020125.1,RCH2_defined_Glucose_noNitrogen_cpd00035,set3IT064
GCF_000020125.1,RCH2_defined_Glucose_noNitrogen_cpd00132,set3IT061
GCF_000020125.1,RCH2_defined_Glucose_noNitrogen_cpd00274,set3IT070
GCF_000020125.1,RCH2_defined_Glucose_noNitrogen_cpd00023,set3IT058
GCF_000020125.1,RCH2_defined_Glucose_noNitrogen_cpd00053,set3IT062
GCF_000020125.1,RCH2_defined_Glucose_noNitrogen_cpd00322,set3IT065
GCF_000020125.1,RCH2_defined_Glucose_noNitrogen_cpd00039,set3IT056
GCF_000020125.1,RCH2_defined_Glucose_noNitrogen_cpd00066,set3IT066
GCF_000020125.1,RCH2_defined_Glucose_noNitrogen_cpd00129,set3IT063
GCF_000020125.1,RCH2_defined_Glucose_noNitrogen_cpd00054,set3IT059
GCF_000020125.1,RCH2_defined_Glucose_noNitrogen_cpd00122,set3IT075
GCF_000020125.1,RCH2_defined_Glucose_noNitrogen_cpd00118,set3IT074
GCF_000020125.1,RCH2_defined_Glucose_noNitrogen_cpd00249,set3IT077
GCF_000698265.1,RCH2_defined_noCarbon_cpd01242,set1IT033
GCF_000698265.1,RCH2_defined_noCarbon_cpd01242,set2IT057
GCF_000698265.1,RCH2_defined_noCarbon_cpd01242,set6IT093
GCF_000698265.1,RCH2_defined_noCarbon_cpd01242,set6IT094
GCF_000698265.1,RCH2_defined_noCarbon_cpd01242,set8IT005
GCF_000698265.1,RCH2_defined_noCarbon_cpd01242,set8IT011
GCF_000698265.1,RCH2_defined_noCarbon_cpd00024,set1IT028
GCF_000698265.1,RCH2_defined_noCarbon_cpd00024,set2IT052
GCF_000698265.1,RCH2_defined_noCarbon_cpd00367,set3IT019
GCF_000698265.1,RCH2_defined_noCarbon_cpd00367,set3IT028
GCF_000698265.1,RCH2_defined_noCarbon_cpd00117,set2IT083
GCF_000698265.1,RCH2_defined_noCarbon_cpd00117,set3IT010
GCF_000698265.1,RCH2_defined_noCarbon_cpd00082,set1IT022
GCF_000698265.1,RCH2_defined_noCarbon_cpd00082,set1IT042
GCF_000698265.1,RCH2_defined_noCarbon_cpd00108,set1IT026
GCF_000698265.1,RCH2_defined_noCarbon_cpd00108,set2IT050
GCF_000698265.1,RCH2_defined_noCarbon_cpd00280,set2IT067
GCF_000698265.1,RCH2_defined_noCarbon_cpd00280,set2IT088
GCF_000698265.1,RCH2_defined_noCarbon_cpd00222,set1IT029
GCF_000698265.1,RCH2_defined_noCarbon_cpd00222,set2IT053
GCF_000698265.1,RCH2_defined_noCarbon_cpd27103,set3IT016
GCF_000698265.1,RCH2_defined_noCarbon_cpd27103,set3IT025
GCF_000698265.1,RCH2_defined_noCarbon_cpd00027,set1IT021
GCF_000698265.1,RCH2_defined_noCarbon_cpd00027,set1IT041
GCF_000698265.1,RCH2_defined_noCarbon_cpd00027,set6IT092
GCF_000698265.1,RCH2_defined_noCarbon_cpd00079,set1IT030
GCF_000698265.1,RCH2_defined_noCarbon_cpd00079,set2IT054
GCF_000698265.1,RCH2_defined_noCarbon_cpd00314,set2IT065
GCF_000698265.1,RCH2_defined_noCarbon_cpd00314,set2IT086
GCF_000698265.1,RCH2_defined_noCarbon_cpd00138,set3IT020
GCF_000698265.1,RCH2_defined_noCarbon_cpd00138,set3IT029
GCF_000698265.1,RCH2_defined_noCarbon_cpd00105,set1IT027
GCF_000698265.1,RCH2_defined_noCarbon_cpd00105,set2IT051
GCF_000698265.1,RCH2_defined_noCarbon_cpd00588,set2IT070
GCF_000698265.1,RCH2_defined_noCarbon_cpd00588,set2IT091
GCF_000698265.1,RCH2_defined_noCarbon_cpd00794,set2IT072
GCF_000698265.1,RCH2_defined_noCarbon_cpd00794,set2IT093
GCF_000698265.1,RCH2_defined_noCarbon_cpd00154,set1IT025
GCF_000698265.1,RCH2_defined_noCarbon_cpd00154,set2IT049
GCF_000698265.1,RCH2_defined_noCarbon_cpd00363,set2IT068
GCF_000698265.1,RCH2_defined_noCarbon_cpd00363,set2IT089
GCF_000698265.1,RCH2_defined_noCarbon_cpd24418,set2IT084
GCF_000698265.1,RCH2_defined_noCarbon_cpd24418,set3IT011
GCF_000698265.1,RCH2_defined_noCarbon_cpd00100,set2IT069
GCF_000698265.1,RCH2_defined_noCarbon_cpd00246,set3IT018
GCF_000698265.1,RCH2_defined_noCarbon_cpd00246,set3IT027
GCF_000698265.1,RCH2_defined_noCarbon_cpd00035,set2IT078
GCF_000698265.1,RCH2_defined_noCarbon_cpd00035,set3IT005
GCF_000698265.1,RCH2_defined_noCarbon_cpd00224,set1IT024
GCF_000698265.1,RCH2_defined_noCarbon_cpd00224,set1IT044
GCF_000698265.1,RCH2_defined_noCarbon_cpd00051,set2IT073
GCF_000698265.1,RCH2_defined_noCarbon_cpd00051,set2IT094
GCF_000698265.1,RCH2_defined_noCarbon_cpd00132,set2IT075
GCF_000698265.1,RCH2_defined_noCarbon_cpd00132,set3IT002
GCF_000698265.1,RCH2_defined_noCarbon_cpd00274,set2IT085
GCF_000698265.1,RCH2_defined_noCarbon_cpd00274,set3IT012
GCF_000698265.1,RCH2_defined_noCarbon_cpd00053,set2IT076
GCF_000698265.1,RCH2_defined_noCarbon_cpd00053,set3IT003
GCF_000698265.1,RCH2_defined_noCarbon_cpd00119,set2IT074
GCF_000698265.1,RCH2_defined_noCarbon_cpd00119,set3IT001
GCF_000698265.1,RCH2_defined_noCarbon_cpd00322,set3IT007
GCF_000698265.1,RCH2_defined_noCarbon_cpd00107,set2IT081
GCF_000698265.1,RCH2_defined_noCarbon_cpd00107,set3IT008
GCF_000698265.1,RCH2_defined_noCarbon_cpd00130,set2IT092
GCF_000698265.1,RCH2_defined_noCarbon_cpd00065,set3IT009
GCF_000698265.1,RCH2_defined_noCarbon_cpd00156,set2IT079
GCF_000698265.1,RCH2_defined_noCarbon_cpd00156,set3IT006
GCF_000698265.1,RCH2_defined_noCarbon_cpd00121,set2IT066
GCF_000698265.1,RCH2_defined_noCarbon_cpd00121,set2IT087
GCF_000698265.1,RCH2_defined_noCarbon_cpd00122,set3IT015
GCF_000698265.1,RCH2_defined_noCarbon_cpd00122,set3IT024
GCF_000698265.1,RCH2_defined_noCarbon_cpd00029,set1IT031
GCF_000698265.1,RCH2_defined_noCarbon_cpd00029,set2IT055
GCF_000698265.1,RCH2_defined_noCarbon_cpd00118,set3IT014
GCF_000698265.1,RCH2_defined_noCarbon_cpd00118,set3IT023
GCF_000698265.1,RCH2_defined_noCarbon_-4818729677292480068,set1IT037
GCF_000698265.1,RCH2_defined_noCarbon_-4818729677292480068,set2IT061
GCF_000698265.1,RCH2_defined_noCarbon_cpd00221,set1IT035
GCF_000698265.1,RCH2_defined_noCarbon_cpd00221,set2IT059
GCF_000698265.1,RCH2_defined_noCarbon_cpd00106,set1IT032
GCF_000698265.1,RCH2_defined_noCarbon_cpd00106,set2IT056
GCF_000698265.1,RCH2_defined_noCarbon_cpd00159,set1IT036
GCF_000698265.1,RCH2_defined_noCarbon_cpd00159,set2IT060
GCF_000698265.1,RCH2_defined_noCarbon_cpd03846,set3IT021
GCF_000698265.1,RCH2_defined_noCarbon_cpd03846,set3IT030
GCF_000698265.1,RCH2_defined_noCarbon_cpd00020,set1IT038
GCF_000698265.1,RCH2_defined_noCarbon_cpd00020,set2IT062
GCF_000698265.1,RCH2_defined_noCarbon_cpd00036,set1IT039
GCF_000698265.1,RCH2_defined_noCarbon_cpd00036,set2IT063
GCF_000698265.1,RCH2_defined_noCarbon_cpd00076,set1IT023
GCF_000698265.1,RCH2_defined_noCarbon_cpd00076,set1IT043
GCF_000698265.1,RCH2_defined_noCarbon_cpd00137,set1IT034
GCF_000698265.1,RCH2_defined_noCarbon_cpd00137,set2IT058
GCF_000698265.1,RCH2_defined_noCarbon_cpd00249,set3IT017
GCF_000698265.1,RCH2_defined_noCarbon_cpd00249,set3IT026
GCF_000698265.1,RCH2_defined_noCarbon_cpd00306,set1IT040
GCF_000698265.1,RCH2_defined_noCarbon_cpd00306,set2IT064
GCF_000698265.1,RCH2_defined_Glucose_noNitrogen_cpd00128,set5IT086
GCF_000698265.1,RCH2_defined_Glucose_noNitrogen_cpd00182,set5IT085
GCF_000698265.1,RCH2_defined_noCarbon_cpd00027,set5IT091
GCF_000698265.1,RCH2_defined_Glucose_noNitrogen_cpd00367,set5IT089
GCF_000698265.1,RCH2_defined_Glucose_noNitrogen_cpd00307,set5IT090
GCF_000698265.1,RCH2_defined_Glucose_noNitrogen_cpd00033,set5IT082
GCF_000698265.1,RCH2_defined_Glucose_noNitrogen_cpd00246,set5IT088
GCF_000698265.1,RCH2_defined_Glucose_noNitrogen_cpd00118,set5IT084
GCF_000698265.1,RCH2_defined_Glucose_noNitrogen_cpd00209,set5IT092
GCF_000698265.1,RCH2_defined_Glucose_noNitrogen_cpd00073,set5IT093
GCF_000698265.1,RCH2_defined_Glucose_noNitrogen_cpd00249,set5IT087
GCF_000143225.1,RCH2_defined_noCarbon_cpd00024,set1IT009
GCF_000143225.1,RCH2_defined_noCarbon_cpd00024,set1IT037
GCF_000143225.1,RCH2_defined_noCarbon_cpd00108,set1IT005
GCF_000143225.1,RCH2_defined_noCarbon_cpd00108,set1IT033
GCF_000143225.1,RCH2_defined_noCarbon_cpd00280,set1IT020
GCF_000143225.1,RCH2_defined_noCarbon_cpd00280,set2IT052
GCF_000143225.1,RCH2_defined_noCarbon_cpd00222,set1IT010
GCF_000143225.1,RCH2_defined_noCarbon_cpd00222,set1IT038
GCF_000143225.1,RCH2_defined_noCarbon_cpd00027,set1IT001
GCF_000143225.1,RCH2_defined_noCarbon_cpd00027,set1IT029
GCF_000143225.1,RCH2_defined_noCarbon_cpd00079,set1IT011
GCF_000143225.1,RCH2_defined_noCarbon_cpd00079,set1IT039
GCF_000143225.1,RCH2_defined_noCarbon_cpd00138,set1IT028
GCF_000143225.1,RCH2_defined_noCarbon_cpd00138,set2IT060
GCF_000143225.1,RCH2_defined_noCarbon_cpd00105,set1IT007
GCF_000143225.1,RCH2_defined_noCarbon_cpd00105,set1IT035
GCF_000143225.1,RCH2_defined_noCarbon_cpd00588,set1IT022
GCF_000143225.1,RCH2_defined_noCarbon_cpd00154,set1IT032
GCF_000143225.1,RCH2_defined_noCarbon_cpd00100,set1IT021
GCF_000143225.1,RCH2_defined_noCarbon_cpd00100,set2IT053
GCF_000143225.1,RCH2_defined_noCarbon_cpd00224,set1IT003
GCF_000143225.1,RCH2_defined_noCarbon_cpd00224,set1IT031
GCF_000143225.1,RCH2_defined_noCarbon_cpd00132,set1IT024
GCF_000143225.1,RCH2_defined_noCarbon_cpd00132,set2IT056
GCF_000143225.1,RCH2_defined_noCarbon_cpd00751,set1IT008
GCF_000143225.1,RCH2_defined_noCarbon_cpd00751,set1IT036
GCF_000143225.1,RCH2_defined_noCarbon_cpd00053,set1IT025
GCF_000143225.1,RCH2_defined_noCarbon_cpd00053,set2IT057
GCF_000143225.1,RCH2_defined_noCarbon_cpd00130,set1IT023
