orgId	fit.genomics Name	Scientific  Name as shown in KBase	RefSeq/Genome ID	Media w/o Carbon and Nitrogrn source	Kbase Template Media	Carbon and Nitrogen Cpds IDs	Name/Media ID	Group	Condition	Description
Miya	Desulfovibrio vulgaris Miyazaki F	Desulfovibrio vulgaris str. 'Miyazaki F'	GCF_000021385.1	MoLS4		0	set4IT057	carbon source		Defined MoLS4
Miya	Desulfovibrio vulgaris Miyazaki F	Desulfovibrio vulgaris str. 'Miyazaki F'	GCF_000021385.1	MoLS4		0	set6IT031	carbon source		Defined MoLS4
Miya	Desulfovibrio vulgaris Miyazaki F	Desulfovibrio vulgaris str. 'Miyazaki F'	GCF_000021385.1	MoLS4		0	set6IT032	carbon source		Defined MoLS4
Miya	Desulfovibrio vulgaris Miyazaki F	Desulfovibrio vulgaris str. 'Miyazaki F'	GCF_000021385.1	MoLS4		0	set7IT044	carbon source		Defined MoLS4
Miya	Desulfovibrio vulgaris Miyazaki F	Desulfovibrio vulgaris str. 'Miyazaki F'	GCF_000021385.1	MoLS4		0	set7IT045	carbon source		Defined MoLS4
Miya	Desulfovibrio vulgaris Miyazaki F	Desulfovibrio vulgaris str. 'Miyazaki F'	GCF_000021385.1	MoLS4		0	set7IT057	carbon source		Defined MoLS4
Miya	Desulfovibrio vulgaris Miyazaki F	Desulfovibrio vulgaris str. 'Miyazaki F'	GCF_000021385.1	MoLS4		0	set7IT058	carbon source		Defined MoLS4
Miya	Desulfovibrio vulgaris Miyazaki F	Desulfovibrio vulgaris str. 'Miyazaki F'	GCF_000021385.1	MoLS4		0	set7IT059	carbon source		Defined MoLS4
Miya	Desulfovibrio vulgaris Miyazaki F	Desulfovibrio vulgaris str. 'Miyazaki F'	GCF_000021385.1	MoLS4_no_lactate		cpd00051;cpd00119;cpd00322;cpd00107;cpd00039;cpd00060;cpd00066;cpd00161;cpd00156;cpd00035;cpd00132;cpd00041;cpd00084;cpd00053;cpd00023;cpd00033;cpd00129;cpd00054;cpd00069	set6IT012	carbon source	casamino acids	casaminos (C)
Miya	Desulfovibrio vulgaris Miyazaki F	Desulfovibrio vulgaris str. 'Miyazaki F'	GCF_000021385.1	MoLS4_no_lactate		cpd00051;cpd00119;cpd00322;cpd00107;cpd00039;cpd00060;cpd00066;cpd00161;cpd00156;cpd00035;cpd00132;cpd00041;cpd00084;cpd00053;cpd00023;cpd00033;cpd00129;cpd00054;cpd00069	set7IT039	carbon source	casamino acids	casaminos (C)
Miya	Desulfovibrio vulgaris Miyazaki F	Desulfovibrio vulgaris str. 'Miyazaki F'	GCF_000021385.1	MoLS4_no_lactate		cpd00054	set6IT008	carbon source	L-Serine	L-Serine (C)
Miya	Desulfovibrio vulgaris Miyazaki F	Desulfovibrio vulgaris str. 'Miyazaki F'	GCF_000021385.1	MoLS4_no_lactate		cpd00054	set7IT033	carbon source	L-Serine	L-Serine (C)
Miya	Desulfovibrio vulgaris Miyazaki F	Desulfovibrio vulgaris str. 'Miyazaki F'	GCF_000021385.1	MoLS4_no_lactate		cpd00221;cpd00159	set6IT005	carbon source	Sodium D,L-Lactate	D,L-Lactate (C)
Miya	Desulfovibrio vulgaris Miyazaki F	Desulfovibrio vulgaris str. 'Miyazaki F'	GCF_000021385.1	MoLS4_no_lactate		cpd00159	set6IT033	carbon source	Sodium D,L-Lactate	20 mM Lactate (C)
Miya	Desulfovibrio vulgaris Miyazaki F	Desulfovibrio vulgaris str. 'Miyazaki F'	GCF_000021385.1	MoLS4_no_lactate		cpd00159	set6IT034	carbon source	Sodium D,L-Lactate	60 mM Lactate (C)
Miya	Desulfovibrio vulgaris Miyazaki F	Desulfovibrio vulgaris str. 'Miyazaki F'	GCF_000021385.1	MoLS4_no_lactate		cpd00221;cpd00159	set7IT030	carbon source	Sodium D,L-Lactate	D,L-Lactate (C)
Miya	Desulfovibrio vulgaris Miyazaki F	Desulfovibrio vulgaris str. 'Miyazaki F'	GCF_000021385.1	MoLS4_no_lactate		cpd00221	set6IT003	carbon source	Sodium D-Lactate	D-Lactate (C)
Miya	Desulfovibrio vulgaris Miyazaki F	Desulfovibrio vulgaris str. 'Miyazaki F'	GCF_000021385.1	MoLS4_no_lactate		cpd00221	set7IT028	carbon source	Sodium D-Lactate	D-Lactate (C)
Miya	Desulfovibrio vulgaris Miyazaki F	Desulfovibrio vulgaris str. 'Miyazaki F'	GCF_000021385.1	MoLS4_no_lactate		cpd00159	set6IT004	carbon source	Sodium L-Lactate	L-Lactate (C)
Miya	Desulfovibrio vulgaris Miyazaki F	Desulfovibrio vulgaris str. 'Miyazaki F'	GCF_000021385.1	MoLS4_no_lactate		cpd00159	set7IT029	carbon source	Sodium L-Lactate	L-Lactate (C)
Miya	Desulfovibrio vulgaris Miyazaki F	Desulfovibrio vulgaris str. 'Miyazaki F'	GCF_000021385.1	MoLS4_no_ammonia		cpd00013	set6IT018	nitrogen source	Ammonium chloride	Ammonium chloride (N)
Miya	Desulfovibrio vulgaris Miyazaki F	Desulfovibrio vulgaris str. 'Miyazaki F'	GCF_000021385.1	MoLS4_no_ammonia		cpd00013	set7IT070	nitrogen source	Ammonium chloride	Ammonium chloride (N)
Miya	Desulfovibrio vulgaris Miyazaki F	Desulfovibrio vulgaris str. 'Miyazaki F'	GCF_000021385.1	MoLS4_no_ammonia		cpd00051;cpd00119;cpd00322;cpd00107;cpd00039;cpd00060;cpd00066;cpd00161;cpd00156;cpd00035;cpd00132;cpd00041;cpd00084;cpd00053;cpd00023;cpd00033;cpd00129;cpd00054;cpd00069	set7IT055	nitrogen source	casamino acids	casaminos (N)
Miya	Desulfovibrio vulgaris Miyazaki F	Desulfovibrio vulgaris str. 'Miyazaki F'	GCF_000021385.1	MoLS4_no_ammonia		cpd00051;cpd00119;cpd00322;cpd00107;cpd00039;cpd00060;cpd00066;cpd00161;cpd00156;cpd00035;cpd00132;cpd00041;cpd00084;cpd00053;cpd00023;cpd00033;cpd00129;cpd00054;cpd00069	set7IT068	nitrogen source	casamino acids	casaminos (N)
Miya	Desulfovibrio vulgaris Miyazaki F	Desulfovibrio vulgaris str. 'Miyazaki F'	GCF_000021385.1	MoLS4_no_ammonia		0	set7IT056	nitrogen source	Glucuronamide	Glucuronamide (N)
Miya	Desulfovibrio vulgaris Miyazaki F	Desulfovibrio vulgaris str. 'Miyazaki F'	GCF_000021385.1	MoLS4_no_ammonia		0	set7IT069	nitrogen source	Glucuronamide	Glucuronamide (N)
Miya	Desulfovibrio vulgaris Miyazaki F	Desulfovibrio vulgaris str. 'Miyazaki F'	GCF_000021385.1	MoLS4_no_ammonia		cpd00054	set7IT052	nitrogen source	L-Serine	L-Serine (N)
Miya	Desulfovibrio vulgaris Miyazaki F	Desulfovibrio vulgaris str. 'Miyazaki F'	GCF_000021385.1	MoLS4_no_ammonia		cpd00054	set7IT063	nitrogen source	L-Serine	L-Serine (N)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00024	set3H30	carbon source	a-Ketoglutaric acid disodium salt hydrate	a-Ketoglutaric (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00024	set3H9	carbon source	a-Ketoglutaric acid disodium salt hydrate	a-Ketoglutaric (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00051;cpd00119;cpd00322;cpd00107;cpd00039;cpd00060;cpd00066;cpd00161;cpd00156;cpd00035;cpd00132;cpd00041;cpd00084;cpd00053;cpd00023;cpd00033;cpd00129;cpd00054;cpd00069	set3H25	carbon source	casamino acids	casaminos (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00051;cpd00119;cpd00322;cpd00107;cpd00039;cpd00060;cpd00066;cpd00161;cpd00156;cpd00035;cpd00132;cpd00041;cpd00084;cpd00053;cpd00023;cpd00033;cpd00129;cpd00054;cpd00069	set3H46	carbon source	casamino acids	casaminos (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00027	set3H26	carbon source	D-Glucose	D-Glucose (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00027	set3H5	carbon source	D-Glucose	D-Glucose (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00179	set3H28	carbon source	D-Maltose monohydrate	D-Maltose (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00179	set3H7	carbon source	D-Maltose monohydrate	D-Maltose (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00794	set3H22	carbon source	D-Trehalose dihydrate	D-Trehalose (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00794	set3H43	carbon source	D-Trehalose dihydrate	D-Trehalose (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00100	set3H20	carbon source	Glycerol	Glycerol (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00100	set3H41	carbon source	Glycerol	Glycerol (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00023	set3H23	carbon source	L-Glutamic acid monopotassium salt monohydrate	L-Glutamic (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00023	set3H44	carbon source	L-Glutamic acid monopotassium salt monohydrate	L-Glutamic (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00053	set3H24	carbon source	L-Glutamine	L-Glutamine (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00053	set3H45	carbon source	L-Glutamine	L-Glutamine (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00130	set3H21	carbon source	L-Malic acid disodium salt monohydrate	L-Malic (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00130	set3H42	carbon source	L-Malic acid disodium salt monohydrate	L-Malic (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00130	setAH23	carbon source	L-Malic acid disodium salt monohydrate	L-Malic (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00396	set3H29	carbon source	L-Rhamnose monohydrate	L-Rhamnose (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00396	set3H8	carbon source	L-Rhamnose monohydrate	L-Rhamnose (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00221;cpd00159	set3H14	carbon source	Sodium D,L-Lactate	D,L-Lactate (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00221;cpd00159	set3H35	carbon source	Sodium D,L-Lactate	D,L-Lactate (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00221	set3H12	carbon source	Sodium D-Lactate	D-Lactate (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00221	set3H33	carbon source	Sodium D-Lactate	D-Lactate (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00106	set3H10	carbon source	Sodium Fumarate dibasic	Fumarate (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00106	set3H31	carbon source	Sodium Fumarate dibasic	Fumarate (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00159	set3H13	carbon source	Sodium L-Lactate	L-Lactate (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00159	set3H34	carbon source	Sodium L-Lactate	L-Lactate (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00141	set3H17	carbon source	Sodium propionate	propionate (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00141	set3H38	carbon source	Sodium propionate	propionate (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00020	set3H15	carbon source	Sodium pyruvate	pyruvate (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00020	set3H36	carbon source	Sodium pyruvate	pyruvate (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00036	set3H16	carbon source	Sodium succinate dibasic hexahydrate	succinate (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00036	set3H37	carbon source	Sodium succinate dibasic hexahydrate	succinate (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00076	set3H27	carbon source	Sucrose	Sucrose (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00076	set3H6	carbon source	Sucrose	Sucrose (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00137	set3H11	carbon source	Trisodium citrate dihydrate	Trisodium citrate (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00137	set3H32	carbon source	Trisodium citrate dihydrate	Trisodium citrate (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00306	set3H18	carbon source	Xylitol	Xylitol (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noCarbon_HighNutrient		cpd00306	set3H39	carbon source	Xylitol	Xylitol (C)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noNitrogen_HighNutrient		cpd00128	set5IT051	nitrogen source	Adenine hydrochloride hydrate	Adenine (N)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noNitrogen_HighNutrient		cpd00128	set5IT070	nitrogen source	Adenine hydrochloride hydrate	Adenine (N)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noNitrogen_HighNutrient		cpd00182	set4IT048	nitrogen source	Adenosine	Adenosine (N)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noNitrogen_HighNutrient		cpd00182	set5IT069	nitrogen source	Adenosine	Adenosine (N)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noNitrogen_HighNutrient		cpd00013	set5IT058	nitrogen source	Ammonium chloride	Ammonium chloride (N)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noNitrogen_HighNutrient		cpd00013	set5IT077	nitrogen source	Ammonium chloride	Ammonium chloride (N)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noNitrogen_HighNutrient		cpd00367	set5IT054	nitrogen source	Cytidine	Cytidine (N)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noNitrogen_HighNutrient		cpd00367	set5IT073	nitrogen source	Cytidine	Cytidine (N)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noNitrogen_HighNutrient		cpd00307	set5IT056	nitrogen source	Cytosine	Cytosine (N)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noNitrogen_HighNutrient		cpd00307	set5IT075	nitrogen source	Cytosine	Cytosine (N)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noNitrogen_HighNutrient		0	set5IT057	nitrogen source	Glucuronamide	Glucuronamide (N)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noNitrogen_HighNutrient		0	set5IT076	nitrogen source	Glucuronamide	Glucuronamide (N)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noNitrogen_HighNutrient		cpd00246	set5IT053	nitrogen source	Inosine	Inosine (N)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noNitrogen_HighNutrient		cpd00246	set5IT072	nitrogen source	Inosine	Inosine (N)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noNitrogen_HighNutrient		cpd00035	set4IT043	nitrogen source	L-Alanine	L-Alanine (N)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noNitrogen_HighNutrient		cpd00035	set5IT064	nitrogen source	L-Alanine	L-Alanine (N)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noNitrogen_HighNutrient		cpd00041	set5IT061	nitrogen source	L-Aspartic Acid	L-Aspartic Acid (N)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noNitrogen_HighNutrient		cpd00274	set4IT046	nitrogen source	L-Citrulline	L-Citrulline (N)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noNitrogen_HighNutrient		cpd00274	set5IT067	nitrogen source	L-Citrulline	L-Citrulline (N)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noNitrogen_HighNutrient		cpd00023	set4IT041	nitrogen source	L-Glutamic acid monopotassium salt monohydrate	L-Glutamic (N)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noNitrogen_HighNutrient		cpd00023	set5IT062	nitrogen source	L-Glutamic acid monopotassium salt monohydrate	L-Glutamic (N)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noNitrogen_HighNutrient		cpd00053	set4IT042	nitrogen source	L-Glutamine	L-Glutamine (N)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noNitrogen_HighNutrient		cpd00053	set5IT063	nitrogen source	L-Glutamine	L-Glutamine (N)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noNitrogen_HighNutrient		cpd00107	set4IT044	nitrogen source	L-Leucine	L-Leucine (N)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noNitrogen_HighNutrient		cpd00107	set5IT065	nitrogen source	L-Leucine	L-Leucine (N)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noNitrogen_HighNutrient		cpd00060	set4IT045	nitrogen source	L-Methionine	L-Methionine (N)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noNitrogen_HighNutrient		cpd00060	set5IT066	nitrogen source	L-Methionine	L-Methionine (N)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noNitrogen_HighNutrient		cpd24435	set4IT047	nitrogen source	Parabanic Acid	Parabanic Acid (N)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noNitrogen_HighNutrient		cpd24435	set5IT068	nitrogen source	Parabanic Acid	Parabanic Acid (N)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noNitrogen_HighNutrient		cpd00209	set5IT059	nitrogen source	Sodium nitrate	nitrate (N)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noNitrogen_HighNutrient		cpd00209	set5IT078	nitrogen source	Sodium nitrate	nitrate (N)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noNitrogen_HighNutrient		cpd00151	set5IT055	nitrogen source	Thymine	Thymine (N)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noNitrogen_HighNutrient		cpd00151	set5IT074	nitrogen source	Thymine	Thymine (N)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noNitrogen_HighNutrient		cpd00073	set5IT060	nitrogen source	Urea	Urea (N)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noNitrogen_HighNutrient		cpd00249	set5IT052	nitrogen source	Uridine	Uridine (N)
Dino	Dinoroseobacter shibae DFL-12	Dinoroseobacter shibae DFL 12 = DSM 16493	GCF_000018145.1	DinoMM_noNitrogen_HighNutrient		cpd00249	set5IT071	nitrogen source	Uridine	Uridine (N)
Dyella79	Dyella japonica UNC79MFTsu3.2	Dyella japonica UNC79MFTsu3.2	GCF_000620485.1	 RCH2_defined_noCarbon	 RCH2_defined_noCarbon	0	set1IT093	carbon source	a-Cyclodextrin	a-Cyclodextrin (C)
Dyella79	Dyella japonica UNC79MFTsu3.2	Dyella japonica UNC79MFTsu3.2	GCF_000620485.1	 RCH2_defined_noCarbon	 RCH2_defined_noCarbon	0	set2IT011	carbon source	a-Cyclodextrin	a-Cyclodextrin (C)
Dyella79	Dyella japonica UNC79MFTsu3.2	Dyella japonica UNC79MFTsu3.2	GCF_000620485.1	 RCH2_defined_noCarbon	 RCH2_defined_noCarbon	cpd00158	set1IT094	carbon source	D-Cellobiose	D-Cellobiose (C)
Dyella79	Dyella japonica UNC79MFTsu3.2	Dyella japonica UNC79MFTsu3.2	GCF_000620485.1	 RCH2_defined_noCarbon	 RCH2_defined_noCarbon	cpd00158	set2IT012	carbon source	D-Cellobiose	D-Cellobiose (C)
Dyella79	Dyella japonica UNC79MFTsu3.2	Dyella japonica UNC79MFTsu3.2	GCF_000620485.1	 RCH2_defined_noCarbon	 RCH2_defined_noCarbon	cpd00082	set1IT089	carbon source	D-Fructose	D-Fructose (C)
Dyella79	Dyella japonica UNC79MFTsu3.2	Dyella japonica UNC79MFTsu3.2	GCF_000620485.1	 RCH2_defined_noCarbon	 RCH2_defined_noCarbon	cpd00082	set2IT007	carbon source	D-Fructose	D-Fructose (C)
Dyella79	Dyella japonica UNC79MFTsu3.2	Dyella japonica UNC79MFTsu3.2	GCF_000620485.1	 RCH2_defined_noCarbon	 RCH2_defined_noCarbon	cpd00108	set2IT010	carbon source	D-Galactose	D-Galactose (C)
Dyella79	Dyella japonica UNC79MFTsu3.2	Dyella japonica UNC79MFTsu3.2	GCF_000620485.1	 RCH2_defined_noCarbon	 RCH2_defined_noCarbon	cpd00027	set1IT088	carbon source	D-Glucose	D-Glucose (C)
Dyella79	Dyella japonica UNC79MFTsu3.2	Dyella japonica UNC79MFTsu3.2	GCF_000620485.1	 RCH2_defined_noCarbon	 RCH2_defined_noCarbon	cpd00027	set2IT006	carbon source	D-Glucose	D-Glucose (C)
Dyella79	Dyella japonica UNC79MFTsu3.2	Dyella japonica UNC79MFTsu3.2	GCF_000620485.1	 RCH2_defined_noCarbon	 RCH2_defined_noCarbon	cpd00179	set1IT091	carbon source	D-Maltose monohydrate	D-Maltose (C)
Dyella79	Dyella japonica UNC79MFTsu3.2	Dyella japonica UNC79MFTsu3.2	GCF_000620485.1	 RCH2_defined_noCarbon	 RCH2_defined_noCarbon	cpd00179	set2IT009	carbon source	D-Maltose monohydrate	D-Maltose (C)
